state_code,state_name,electricity_maps_zone_id,month,avg_electricity_cost_cents_per_kwh,pct_solar_state,pct_wind_state,pct_hydro_state,pct_fossil_state,carbon_g_per_kwh_zone,renewable_pct_zone,carbon_free_pct_zone,total_kw_usage
AK,Alaska,US-AK;US-AK-SEAPA,2026-03-28T20:00:00Z,,,,,,432.2092092412623,33.065002641732974,33.065002641732974,624590.0
AK,Alaska,US-AK;US-AK-SEAPA,2026-03-28T21:00:00Z,,,,,,423.0380931902013,34.58391914914733,34.58391914914733,604570.0
AK,Alaska,US-AK;US-AK-SEAPA,2026-03-28T22:00:00Z,,,,,,422.35746449601663,34.54220066966863,34.54220066966863,606270.0
AK,Alaska,US-AK;US-AK-SEAPA,2026-03-28T23:00:00Z,,,,,,431.19372900335946,33.69092945128779,33.69092945128779,589380.0
AK,Alaska,US-AK;US-AK-SEAPA,2026-03-29T00:00:00Z,,,,,,421.3271279815958,35.034189974573195,35.034189974573195,660720.0
AK,Alaska,US-AK;US-AK-SEAPA,2026-03-29T01:00:00Z,,,,,,418.82082198488234,35.13657924534076,35.13657924534076,653540.0
AK,Alaska,US-AK;US-AK-SEAPA,2026-03-29T02:00:00Z,,,,,,403.6004856770248,37.98605927058506,37.98605927058506,667110.0
AK,Alaska,US-AK;US-AK-SEAPA,2026-03-29T03:00:00Z,,,,,,382.4248315475533,41.52015906329394,41.52015906329394,724240.0
AK,Alaska,US-AK;US-AK-SEAPA,2026-03-29T04:00:00Z,,,,,,395.72582093206734,39.61814076230378,39.61814076230378,735140.0
AK,Alaska,US-AK;US-AK-SEAPA,2026-03-29T05:00:00Z,,,,,,403.7154027694845,38.75558019847024,38.75558019847024,703380.0
AK,Alaska,US-AK;US-AK-SEAPA,2026-03-29T06:00:00Z,,,,,,426.34326729348555,36.720659838818,36.720659838818,714720.0
AK,Alaska,US-AK;US-AK-SEAPA,2026-03-29T07:00:00Z,,,,,,430.3185957428896,35.744966254612805,35.744966254612805,712690.0
AK,Alaska,US-AK;US-AK-SEAPA,2026-03-29T08:00:00Z,,,,,,411.5802225226162,37.76084017884995,37.76084017884995,673190.0
AK,Alaska,US-AK;US-AK-SEAPA,2026-03-29T09:00:00Z,,,,,,418.60576656501246,36.900748544496814,36.900748544496814,649260.0
AK,Alaska,US-AK;US-AK-SEAPA,2026-03-29T10:00:00Z,,,,,,417.7475933533632,36.88734747685327,36.88734747685327,652360.0
AK,Alaska,US-AK;US-AK-SEAPA,2026-03-29T11:00:00Z,,,,,,403.4883817550524,38.639938273436805,38.639938273436805,673940.0
AK,Alaska,US-AK;US-AK-SEAPA,2026-03-29T12:00:00Z,,,,,,406.25308437151216,38.801846098156915,38.801846098156915,663020.0
AK,Alaska,US-AK;US-AK-SEAPA,2026-03-29T13:00:00Z,,,,,,394.48836604705576,40.608735213830755,40.608735213830755,692370.0
AK,Alaska,US-AK;US-AK-SEAPA,2026-03-29T14:00:00Z,,,,,,387.5003798882681,41.764797020484174,41.764797020484174,671250.0
AK,Alaska,US-AK;US-AK-SEAPA,2026-03-29T15:00:00Z,,,,,,384.5176581879336,42.87902039100273,42.87902039100273,665980.0
AK,Alaska,US-AK;US-AK-SEAPA,2026-03-29T16:00:00Z,,,,,,392.281831548618,41.11229597065245,41.11229597065245,673310.0
AK,Alaska,US-AK;US-AK-SEAPA,2026-03-29T17:00:00Z,,,,,,388.4055067677064,41.28504622412915,41.28504622412915,647930.0
AK,Alaska,US-AK;US-AK-SEAPA,2026-03-29T18:00:00Z,,,,,,396.30970696518904,38.26019934748122,38.26019934748122,668180.0
AK,Alaska,US-AK;US-AK-SEAPA,2026-03-29T19:00:00Z,,,,,,403.9498173827835,37.14410428482347,37.14410428482347,673540.0
AK,Alaska,US-AK;US-AK-SEAPA,2026-03-29T20:00:00Z,,,,,,419.3930630979001,34.722843356478755,34.722843356478755,594790.0
AK,Alaska,US-AK;US-AK-SEAPA,2026-03-29T21:00:00Z,,,,,,416.26332364762584,35.70981156369078,35.70981156369078,574730.0
AK,Alaska,US-AK;US-AK-SEAPA,2026-03-29T22:00:00Z,,,,,,410.89776237216006,37.38611092044753,37.38611092044753,582760.0
AK,Alaska,US-AK;US-AK-SEAPA,2026-03-29T23:00:00Z,,,,,,419.0025599101554,35.26086310261111,35.26086310261111,605490.0
AK,Alaska,US-AK;US-AK-SEAPA,2026-03-30T00:00:00Z,,,,,,409.661929463765,36.82310690935879,36.82310690935879,651580.0
AK,Alaska,US-AK;US-AK-SEAPA,2026-03-30T01:00:00Z,,,,,,400.32043198797305,38.84792980195438,38.84792980195438,651870.0
AK,Alaska,US-AK;US-AK-SEAPA,2026-03-30T02:00:00Z,,,,,,392.97942216710305,39.91174804403411,39.91174804403411,653130.0
AK,Alaska,US-AK;US-AK-SEAPA,2026-03-30T03:00:00Z,,,,,,376.32628686778065,42.535017382527755,42.535017382527755,713360.0
AK,Alaska,US-AK;US-AK-SEAPA,2026-03-30T04:00:00Z,,,,,,383.2309670852647,40.599603867790876,40.599603867790876,727030.0
AK,Alaska,US-AK;US-AK-SEAPA,2026-03-30T05:00:00Z,,,,,,403.8170515097691,38.739185240359824,38.739185240359824,698120.0
AK,Alaska,US-AK;US-AK-SEAPA,2026-03-30T06:00:00Z,,,,,,410.53847871057997,36.83395591802717,36.83395591802717,671930.0
AK,Alaska,US-AK;US-AK-SEAPA,2026-03-30T07:00:00Z,,,,,,415.66934659773983,35.82285405145468,35.82285405145468,665440.0
AK,Alaska,US-AK;US-AK-SEAPA,2026-03-30T08:00:00Z,,,,,,418.6607916331963,35.95003858936194,35.95003858936194,634890.0
AK,Alaska,US-AK;US-AK-SEAPA,2026-03-30T09:00:00Z,,,,,,418.3829773587326,35.99512539285485,35.99512539285485,623640.0
AK,Alaska,US-AK;US-AK-SEAPA,2026-03-30T10:00:00Z,,,,,,417.607564867828,36.75849677183579,36.75849677183579,656720.0
AK,Alaska,US-AK;US-AK-SEAPA,2026-03-30T11:00:00Z,,,,,,407.64709569577934,38.578666945257,38.578666945257,670040.0
AK,Alaska,US-AK;US-AK-SEAPA,2026-03-30T12:00:00Z,,,,,,411.76908155900395,37.730512450378924,37.730512450378924,665040.0
AK,Alaska,US-AK;US-AK-SEAPA,2026-03-30T13:00:00Z,,,,,,393.3298415294383,40.491611211369275,40.491611211369275,709280.0
AK,Alaska,US-AK;US-AK-SEAPA,2026-03-30T14:00:00Z,,,,,,390.33789537285537,41.611954979133586,41.611954979133586,711670.0
AK,Alaska,US-AK;US-AK-SEAPA,2026-03-30T15:00:00Z,,,,,,372.7649730343457,43.595961234337615,43.595961234337615,739830.0
AK,Alaska,US-AK;US-AK-SEAPA,2026-03-30T16:00:00Z,,,,,,383.34573558580126,41.82914985295123,41.82914985295123,731050.0
AK,Alaska,US-AK;US-AK-SEAPA,2026-03-30T17:00:00Z,,,,,,390.34344617547146,40.18882511420874,40.18882511420874,682960.0
AK,Alaska,US-AK;US-AK-SEAPA,2026-03-30T18:00:00Z,,,,,,378.135768843626,42.06749955592397,42.06749955592397,675560.0
AK,Alaska,US-AK;US-AK-SEAPA,2026-03-30T19:00:00Z,,,,,,381.88459663480717,41.131254339444254,41.131254339444254,676930.0
AK,Alaska,US-AK;US-AK-SEAPA,2026-03-30T20:00:00Z,,,,,,388.32182870407684,40.51888510953847,40.51888510953847,620330.0
AK,Alaska,US-AK;US-AK-SEAPA,2026-03-30T21:00:00Z,,,,,,391.5836612598778,40.442140960424865,40.442140960424865,625140.0
AK,Alaska,US-AK;US-AK-SEAPA,2026-03-30T22:00:00Z,,,,,,389.4813529921943,40.329575021682565,40.329575021682565,634150.0
AK,Alaska,US-AK;US-AK-SEAPA,2026-03-30T23:00:00Z,,,,,,407.5203488372093,37.479651162790695,37.479651162790695,636400.0
AK,Alaska,US-AK;US-AK-SEAPA,2026-03-31T00:00:00Z,,,,,,398.4207380226674,39.15663007131654,39.15663007131654,675860.0
AK,Alaska,US-AK;US-AK-SEAPA,2026-03-31T01:00:00Z,,,,,,392.1617988352235,40.04489789960736,40.04489789960736,685110.0
AK,Alaska,US-AK;US-AK-SEAPA,2026-03-31T02:00:00Z,,,,,,384.73038682052396,40.97139124755062,40.97139124755062,688950.0
AK,Alaska,US-AK;US-AK-SEAPA,2026-03-31T03:00:00Z,,,,,,379.35142300840965,41.714845961583606,41.714845961583606,724170.0
AK,Alaska,US-AK;US-AK-SEAPA,2026-03-31T04:00:00Z,,,,,,385.5799352485554,40.67829187328388,40.67829187328388,732030.0
AK,Alaska,US-AK;US-AK-SEAPA,2026-03-31T05:00:00Z,,,,,,402.8300586254934,38.89837764104946,38.89837764104946,689120.0
AK,Alaska,US-AK;US-AK-SEAPA,2026-03-31T06:00:00Z,,,,,,405.5226040315926,37.82594600966639,37.82594600966639,678640.0
AK,Alaska,US-AK;US-AK-SEAPA,2026-03-31T07:00:00Z,,,,,,415.3212644202965,36.82283200925334,36.82283200925334,657060.0
AK,Alaska,US-AK;US-AK-SEAPA,2026-03-31T08:00:00Z,,,,,,417.0582216770948,35.90417488239221,35.90417488239221,644090.0
AK,Alaska,US-AK;US-AK-SEAPA,2026-03-31T09:00:00Z,,,,,,417.72178586192643,35.94956593633733,35.94956593633733,628940.0
AK,Alaska,US-AK;US-AK-SEAPA,2026-03-31T10:00:00Z,,,,,,420.072863060123,35.87391740931342,35.87391740931342,637360.0
AK,Alaska,US-AK;US-AK-SEAPA,2026-03-31T11:00:00Z,,,,,,408.2252383211176,37.69320459657552,37.69320459657552,653530.0
AK,Alaska,US-AK;US-AK-SEAPA,2026-03-31T12:00:00Z,,,,,,411.9005662242727,37.70939812456934,37.70939812456934,667580.0
AK,Alaska,US-AK;US-AK-SEAPA,2026-03-31T13:00:00Z,,,,,,392.64086257002066,40.45032220022743,40.45032220022743,712290.0
AK,Alaska,US-AK;US-AK-SEAPA,2026-03-31T14:00:00Z,,,,,,388.52611992112645,41.600466575943564,41.600466575943564,720140.0
AK,Alaska,US-AK;US-AK-SEAPA,2026-03-31T15:00:00Z,,,,,,372.4524813052345,44.58572399728076,43.64649898028552,735500.0
AK,Alaska,US-AK;US-AK-SEAPA,2026-03-31T16:00:00Z,,,,,,379.3494456700437,41.86895611730156,41.86895611730156,711670.0
AK,Alaska,US-AK;US-AK-SEAPA,2026-03-31T17:00:00Z,,,,,,382.6657770569154,41.93922146859334,41.93922146859334,678200.0
AK,Alaska,US-AK;US-AK-SEAPA,2026-03-31T18:00:00Z,,,,,,375.1874497184232,42.72076354859943,42.72076354859943,683650.0
AK,Alaska,US-AK;US-AK-SEAPA,2026-03-31T19:00:00Z,,,,,,372.83544169235677,43.58456468587222,43.58456468587222,658490.0
AK,Alaska,US-AK;US-AK-SEAPA,2026-03-31T20:00:00Z,,,,,,398.081621665715,39.0593849416755,39.0593849416755,612950.0
AK,Alaska,US-AK;US-AK-SEAPA,2026-03-31T21:00:00Z,,,,,,400.19848953654724,39.020194962903815,39.020194962903815,601140.0
AK,Alaska,US-AK;US-AK-SEAPA,2026-03-31T22:00:00Z,,,,,,397.9115237753337,39.72207173395124,39.72207173395124,612820.0
AK,Alaska,US-AK;US-AK-SEAPA,2026-03-31T23:00:00Z,,,,,,411.1275765066917,37.98441735572415,37.98441735572415,586550.0
AK,Alaska,US-AK;US-AK-SEAPA,2026-04-01T00:00:00Z,,,,,,461.45239406991885,32.18532755684664,32.18532755684664,798640.0
AK,Alaska,US-AK;US-AK-SEAPA,2026-04-01T01:00:00Z,,,,,,456.7029387891828,33.28368785188812,33.28368785188812,776170.0
AK,Alaska,US-AK;US-AK-SEAPA,2026-04-01T02:00:00Z,,,,,,463.7190943505413,32.130313698068626,32.130313698068626,829460.0
AK,Alaska,US-AK;US-AK-SEAPA,2026-04-01T03:00:00Z,,,,,,445.4377414317416,35.016402681726916,35.016402681726916,851690.0
AK,Alaska,US-AK;US-AK-SEAPA,2026-04-01T04:00:00Z,,,,,,454.19063594428263,33.08145663088937,33.08145663088937,882310.0
AK,Alaska,US-AK;US-AK-SEAPA,2026-04-01T05:00:00Z,,,,,,474.0613461399233,31.346574317638826,31.346574317638826,828740.0
AK,Alaska,US-AK;US-AK-SEAPA,2026-04-01T06:00:00Z,,,,,,468.66891318517787,32.25001537307375,32.25001537307375,813110.0
AK,Alaska,US-AK;US-AK-SEAPA,2026-04-01T07:00:00Z,,,,,,476.16237413348176,30.363178667206395,30.363178667206395,790520.0
AK,Alaska,US-AK;US-AK-SEAPA,2026-04-01T08:00:00Z,,,,,,465.84424769755253,32.24418663817229,32.24418663817229,786120.0
AK,Alaska,US-AK;US-AK-SEAPA,2026-04-01T09:00:00Z,,,,,,476.7847616648826,30.267325735155218,30.267325735155218,794050.0
AK,Alaska,US-AK;US-AK-SEAPA,2026-04-01T10:00:00Z,,,,,,478.05159995567647,29.26354021743145,29.26354021743145,812210.0
AK,Alaska,US-AK;US-AK-SEAPA,2026-04-01T11:00:00Z,,,,,,468.70988955093736,31.141694521145183,31.141694521145183,825720.0
AK,Alaska,US-AK;US-AK-SEAPA,2026-04-01T12:00:00Z,,,,,,465.5108243727599,31.19311827956989,31.19311827956989,837000.0
AK,Alaska,US-AK;US-AK-SEAPA,2026-04-01T13:00:00Z,,,,,,448.45651291762476,34.037163533071826,34.037163533071826,887160.0
AK,Alaska,US-AK;US-AK-SEAPA,2026-04-01T14:00:00Z,,,,,,441.3523654159869,35.20556883952714,35.20556883952714,894980.0
AK,Alaska,US-AK;US-AK-SEAPA,2026-04-01T15:00:00Z,,,,,,434.197635511934,36.38138523310283,36.38138523310283,896600.0
AK,Alaska,US-AK;US-AK-SEAPA,2026-04-01T16:00:00Z,,,,,,447.8426816148576,34.42792593850858,34.42792593850858,883050.0
AK,Alaska,US-AK;US-AK-SEAPA,2026-04-01T17:00:00Z,,,,,,455.05433201745274,33.391162822910175,33.391162822910175,866340.0
AK,Alaska,US-AK;US-AK-SEAPA,2026-04-01T18:00:00Z,,,,,,443.59276018099547,34.20022624434389,34.20022624434389,857480.0
AK,Alaska,US-AK;US-AK-SEAPA,2026-04-01T19:00:00Z,,,,,,440.9282953322243,35.27140620412956,35.27140620412956,817520.0
AK,Alaska,US-AK;US-AK-SEAPA,2026-04-01T20:00:00Z,,,,,,449.80241408878044,34.41882461579051,34.41882461579051,758050.0
AK,Alaska,US-AK;US-AK-SEAPA,2026-04-01T21:00:00Z,,,,,,452.48636520538486,34.298757335174315,34.298757335174315,753220.0
AK,Alaska,US-AK;US-AK-SEAPA,2026-04-01T22:00:00Z,,,,,,452.4082310602565,34.16443665221002,34.16443665221002,758590.0
AK,Alaska,US-AK;US-AK-SEAPA,2026-04-01T23:00:00Z,,,,,,462.633538687003,33.25141802589084,33.25141802589084,736940.0
AK,Alaska,US-AK;US-AK-SEAPA,2026-04-02T00:00:00Z,,,,,,458.9189487684963,32.793981426501674,32.793981426501674,842060.0
AK,Alaska,US-AK;US-AK-SEAPA,2026-04-02T01:00:00Z,,,,,,451.0074303037508,33.789859121440884,33.789859121440884,841150.0
AK,Alaska,US-AK;US-AK-SEAPA,2026-04-02T02:00:00Z,,,,,,453.9373647859134,32.82228675220102,32.82228675220102,864370.0
AK,Alaska,US-AK;US-AK-SEAPA,2026-04-02T03:00:00Z,,,,,,443.52671680298624,34.71895482241862,34.71895482241862,910850.0
AK,Alaska,US-AK;US-AK-SEAPA,2026-04-02T04:00:00Z,,,,,,447.3172068866019,33.76669552114392,33.76669552114392,935730.0
AK,Alaska,US-AK;US-AK-SEAPA,2026-04-02T05:00:00Z,,,,,,466.91102793623594,31.933586615859845,31.933586615859845,887020.0
AK,Alaska,US-AK;US-AK-SEAPA,2026-04-02T06:00:00Z,,,,,,463.77699519727923,31.97349311763219,31.97349311763219,870340.0
AK,Alaska,US-AK;US-AK-SEAPA,2026-04-02T07:00:00Z,,,,,,469.81284120858436,30.970914909638555,30.970914909638555,849920.0
AK,Alaska,US-AK;US-AK-SEAPA,2026-04-02T08:00:00Z,,,,,,473.54569938294753,29.87855543812998,29.87855543812998,879990.0
AK,Alaska,US-AK;US-AK-SEAPA,2026-04-02T09:00:00Z,,,,,,477.60978591834095,29.033564148081965,29.033564148081965,850610.0
AK,Alaska,US-AK;US-AK-SEAPA,2026-04-02T10:00:00Z,,,,,,478.80295634555165,28.997006815251428,28.997006815251428,868640.0
AK,Alaska,US-AK;US-AK-SEAPA,2026-04-02T11:00:00Z,,,,,,468.32291772688717,30.90442748091603,29.94476675148431,884250.0
AK,Alaska,US-AK;US-AK-SEAPA,2026-04-02T12:00:00Z,,,,,,469.43737702066596,30.880407014034592,30.880407014034592,919870.0
AK,Alaska,US-AK;US-AK-SEAPA,2026-04-02T13:00:00Z,,,,,,453.963108757033,33.778003338760534,33.778003338760534,970420.0
AK,Alaska,US-AK;US-AK-SEAPA,2026-04-02T14:00:00Z,,,,,,453.8670376336213,33.940254795724115,33.940254795724115,956060.0
AK,Alaska,US-AK;US-AK-SEAPA,2026-04-02T15:00:00Z,,,,,,440.49226613499695,36.28999581953243,36.28999581953243,932910.0
AK,Alaska,US-AK;US-AK-SEAPA,2026-04-02T16:00:00Z,,,,,,447.68132641098646,34.45288896332273,34.45288896332273,895650.0
AK,Alaska,US-AK;US-AK-SEAPA,2026-04-02T17:00:00Z,,,,,,447.43756686535227,34.490600641907385,34.490600641907385,850590.0
AK,Alaska,US-AK;US-AK-SEAPA,2026-04-02T18:00:00Z,,,,,,436.01366395575036,35.44486371200225,35.44486371200225,853340.0
AK,Alaska,US-AK;US-AK-SEAPA,2026-04-02T19:00:00Z,,,,,,437.5567044381492,35.500330500472145,35.500330500472145,847200.0
AK,Alaska,US-AK;US-AK-SEAPA,2026-04-02T20:00:00Z,,,,,,448.14897749343083,33.726722266651436,33.726722266651436,787770.0
AK,Alaska,US-AK;US-AK-SEAPA,2026-04-02T21:00:00Z,,,,,,449.5382961398509,33.65772665971144,33.65772665971144,785980.0
AK,Alaska,US-AK;US-AK-SEAPA,2026-04-02T22:00:00Z,,,,,,447.5861025285327,34.46762090926288,34.46762090926288,792950.0
AK,Alaska,US-AK;US-AK-SEAPA,2026-04-02T23:00:00Z,,,,,,458.13055608637495,32.846907446334164,32.846907446334164,784950.0
AK,Alaska,US-AK;US-AK-SEAPA,2026-04-03T00:00:00Z,,,,,,459.36133683281565,31.258736289555422,31.258736289555422,872510.0
AK,Alaska,US-AK;US-AK-SEAPA,2026-04-03T01:00:00Z,,,,,,454.45342389960797,33.18904728830918,33.18904728830918,849470.0
AK,Alaska,US-AK;US-AK-SEAPA,2026-04-03T02:00:00Z,,,,,,448.22874427172763,34.07256001182611,34.07256001182611,879410.0
AK,Alaska,US-AK;US-AK-SEAPA,2026-04-03T03:00:00Z,,,,,,438.31214016172504,34.93481401617251,34.93481401617251,927500.0
AK,Alaska,US-AK;US-AK-SEAPA,2026-04-03T04:00:00Z,,,,,,444.8590483170183,33.851311312359314,33.851311312359314,955150.0
AK,Alaska,US-AK;US-AK-SEAPA,2026-04-03T05:00:00Z,,,,,,463.08939490236475,31.931556685441276,31.931556685441276,912580.0
AK,Alaska,US-AK;US-AK-SEAPA,2026-04-03T06:00:00Z,,,,,,462.26263611793337,31.91105653310007,31.91105653310007,891690.0
AK,Alaska,US-AK;US-AK-SEAPA,2026-04-03T07:00:00Z,,,,,,468.25471654808354,30.915033279779664,30.915033279779664,871400.0
AK,Alaska,US-AK;US-AK-SEAPA,2026-04-03T08:00:00Z,,,,,,462.1756010046645,31.924578399712953,31.924578399712953,836100.0
AK,Alaska,US-AK;US-AK-SEAPA,2026-04-03T09:00:00Z,,,,,,465.6302521008403,31.983193277310924,31.983193277310924,813960.0
AK,Alaska,US-AK;US-AK-SEAPA,2026-04-03T10:00:00Z,,,,,,468.16810724145,30.928501681675165,30.928501681675165,829530.0
AK,Alaska,US-AK;US-AK-SEAPA,2026-04-03T11:00:00Z,,,,,,456.9331474677787,32.80416779879266,32.80416779879266,846490.0
AK,Alaska,US-AK;US-AK-SEAPA,2026-04-03T12:00:00Z,,,,,,461.29834878986657,31.91187990333218,31.91187990333218,839990.0
AK,Alaska,US-AK;US-AK-SEAPA,2026-04-03T13:00:00Z,,,,,,443.97788142736727,34.79795448159595,34.79795448159595,889750.0
AK,Alaska,US-AK;US-AK-SEAPA,2026-04-03T14:00:00Z,,,,,,444.3054265322307,35.043706808655266,35.043706808655266,882700.0
AK,Alaska,US-AK;US-AK-SEAPA,2026-04-03T15:00:00Z,,,,,,432.7119067721294,36.168536704585854,36.168536704585854,900160.0
AK,Alaska,US-AK;US-AK-SEAPA,2026-04-03T16:00:00Z,,,,,,441.1403095782718,35.2384907504053,35.2384907504053,900580.0
AK,Alaska,US-AK;US-AK-SEAPA,2026-04-03T17:00:00Z,,,,,,440.4889306399885,36.43563017567374,36.43563017567374,835640.0
AK,Alaska,US-AK;US-AK-SEAPA,2026-04-03T18:00:00Z,,,,,,428.2506502263751,37.3696175705616,36.42067238223678,830480.0
AK,Alaska,US-AK;US-AK-SEAPA,2026-04-03T19:00:00Z,,,,,,424.85270546132716,38.40324856977242,38.40324856977242,793580.0
